student_id,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average score,total score,pass math,pass reading,pass writing,pass all,performance band,best subject,reading-writing gap,reading-math gap,writing-math gap
789,male,group C,associate's degree,free/reduced,none,68,65,61,64.67,194,True,True,True,True,Average,Math,4,-3,-7
790,female,group C,master's degree,free/reduced,none,52,65,61,59.33,178,False,True,True,False,At Risk,Reading,4,13,9
791,female,group B,high school,standard,none,48,62,60,56.67,170,False,True,True,False,At Risk,Reading,2,14,12
792,female,group D,some college,free/reduced,none,60,66,70,65.33,196,True,True,True,True,Average,Writing,-4,6,10
793,male,group D,high school,free/reduced,none,66,74,69,69.67,209,True,True,True,True,Average,Reading,5,8,3
794,male,group E,some high school,standard,completed,89,84,77,83.33,250,True,True,True,True,Excellent,Math,7,-5,-12
795,female,group B,high school,standard,none,42,52,51,48.33,145,False,False,False,False,At Risk,Reading,1,10,9
796,female,group E,associate's degree,free/reduced,completed,57,68,73,66.0,198,False,True,True,False,Average,Writing,-5,11,16
797,male,group D,high school,standard,none,70,70,70,70.0,210,True,True,True,True,Good,Math,0,0,0
798,female,group E,associate's degree,free/reduced,none,70,84,81,78.33,235,True,True,True,True,Good,Reading,3,14,11
799,male,group E,some college,standard,none,69,60,54,61.0,183,True,True,False,False,Average,Math,6,-9,-15
800,female,group C,associate's degree,standard,none,52,55,57,54.67,164,False,False,False,False,At Risk,Writing,-2,3,5
801,male,group C,some high school,standard,completed,67,73,68,69.33,208,True,True,True,True,Average,Reading,5,6,1
802,male,group C,some high school,standard,completed,76,80,73,76.33,229,True,True,True,True,Good,Reading,7,4,-3
803,female,group E,associate's degree,standard,none,87,94,95,92.0,276,True,True,True,True,Excellent,Writing,-1,7,8
804,female,group B,some college,standard,none,82,85,87,84.67,254,True,True,True,True,Excellent,Writing,-2,3,5
805,female,group C,some college,standard,none,73,76,78,75.67,227,True,True,True,True,Good,Writing,-2,3,5
806,male,group A,some college,free/reduced,none,75,81,74,76.67,230,True,True,True,True,Good,Reading,7,6,-1
807,female,group D,some college,free/reduced,none,64,74,75,71.0,213,True,True,True,True,Good,Writing,-1,10,11
808,female,group E,high school,free/reduced,none,41,45,40,42.0,126,False,False,False,False,At Risk,Reading,5,4,-1
809,male,group C,high school,standard,none,90,75,69,78.0,234,True,True,True,True,Good,Math,6,-15,-21
810,male,group B,bachelor's degree,standard,none,59,54,51,54.67,164,False,False,False,False,At Risk,Math,3,-5,-8
811,male,group A,some high school,standard,none,51,31,36,39.33,118,False,False,False,False,At Risk,Math,-5,-20,-15
812,male,group A,high school,free/reduced,none,45,47,49,47.0,141,False,False,False,False,At Risk,Writing,-2,2,4
813,female,group C,master's degree,standard,completed,54,64,67,61.67,185,False,True,True,False,Average,Writing,-3,10,13
814,male,group E,some high school,standard,completed,87,84,76,82.33,247,True,True,True,True,Excellent,Math,8,-3,-11
815,female,group C,high school,standard,none,72,80,83,78.33,235,True,True,True,True,Good,Writing,-3,8,11
816,male,group B,some high school,standard,completed,94,86,87,89.0,267,True,True,True,True,Excellent,Math,-1,-8,-7
817,female,group A,bachelor's degree,standard,none,45,59,64,56.0,168,False,False,True,False,At Risk,Writing,-5,14,19
818,male,group D,bachelor's degree,free/reduced,completed,61,70,76,69.0,207,True,True,True,True,Average,Writing,-6,9,15
819,female,group B,high school,free/reduced,none,60,72,68,66.67,200,True,True,True,True,Average,Reading,4,12,8
820,female,group C,some high school,standard,none,77,91,88,85.33,256,True,True,True,True,Excellent,Reading,3,14,11
821,female,group A,some high school,standard,completed,85,90,92,89.0,267,True,True,True,True,Excellent,Writing,-2,5,7
822,female,group D,bachelor's degree,free/reduced,none,78,90,93,87.0,261,True,True,True,True,Excellent,Writing,-3,12,15
823,male,group E,some college,free/reduced,completed,49,52,51,50.67,152,False,False,False,False,At Risk,Reading,1,3,2
824,female,group B,high school,free/reduced,none,71,87,82,80.0,240,True,True,True,True,Excellent,Reading,5,16,11
825,female,group C,some high school,free/reduced,none,48,58,52,52.67,158,False,False,False,False,At Risk,Reading,6,10,4
826,male,group C,high school,standard,none,62,67,58,62.33,187,True,True,False,False,Average,Reading,9,5,-4
827,female,group C,associate's degree,free/reduced,completed,56,68,70,64.67,194,False,True,True,False,Average,Writing,-2,12,14
828,female,group C,some high school,standard,none,65,69,76,70.0,210,True,True,True,True,Good,Writing,-7,4,11
829,female,group D,some high school,free/reduced,completed,69,86,81,78.67,236,True,True,True,True,Good,Reading,5,17,12
830,male,group B,some high school,standard,none,68,54,53,58.33,175,True,False,False,False,At Risk,Math,1,-14,-15
831,female,group A,some college,free/reduced,none,61,60,57,59.33,178,True,True,False,False,At Risk,Math,3,-1,-4
832,female,group C,bachelor's degree,free/reduced,completed,74,86,89,83.0,249,True,True,True,True,Excellent,Writing,-3,12,15
833,male,group A,bachelor's degree,standard,none,64,60,58,60.67,182,True,True,False,False,Average,Math,2,-4,-6
834,female,group B,high school,standard,completed,77,82,89,82.67,248,True,True,True,True,Excellent,Writing,-7,5,12
835,male,group B,some college,standard,none,58,50,45,51.0,153,False,False,False,False,At Risk,Math,5,-8,-13
836,female,group C,high school,standard,completed,60,64,74,66.0,198,True,True,True,True,Average,Writing,-10,4,14
837,male,group E,high school,standard,none,73,64,57,64.67,194,True,True,False,False,Average,Math,7,-9,-16
838,female,group A,high school,standard,completed,75,82,79,78.67,236,True,True,True,True,Good,Reading,3,7,4
839,male,group B,associate's degree,free/reduced,completed,58,57,53,56.0,168,False,False,False,False,At Risk,Math,4,-1,-5
840,female,group C,associate's degree,standard,none,66,77,73,72.0,216,True,True,True,True,Good,Reading,4,11,7
841,female,group D,high school,free/reduced,none,39,52,46,45.67,137,False,False,False,False,At Risk,Reading,6,13,7
842,male,group C,some high school,standard,none,64,58,51,57.67,173,True,False,False,False,At Risk,Math,7,-6,-13
843,female,group B,high school,free/reduced,completed,23,44,36,34.33,103,False,False,False,False,At Risk,Reading,8,21,13
844,male,group B,some college,free/reduced,completed,74,77,76,75.67,227,True,True,True,True,Good,Reading,1,3,2
845,female,group D,some high school,free/reduced,completed,40,65,64,56.33,169,False,True,True,False,At Risk,Reading,1,25,24
846,male,group E,master's degree,standard,none,90,85,84,86.33,259,True,True,True,True,Excellent,Math,1,-5,-6
847,male,group C,master's degree,standard,completed,91,85,85,87.0,261,True,True,True,True,Excellent,Math,0,-6,-6
848,male,group D,high school,standard,none,64,54,50,56.0,168,True,False,False,False,At Risk,Math,4,-10,-14
849,female,group C,high school,standard,none,59,72,68,66.33,199,False,True,True,False,Average,Reading,4,13,9
850,male,group D,associate's degree,standard,none,80,75,69,74.67,224,True,True,True,True,Good,Math,6,-5,-11
851,male,group C,master's degree,standard,none,71,67,67,68.33,205,True,True,True,True,Average,Math,0,-4,-4
852,female,group A,high school,standard,none,61,68,63,64.0,192,True,True,True,True,Average,Reading,5,7,2
853,female,group E,some college,standard,none,87,85,93,88.33,265,True,True,True,True,Excellent,Writing,-8,-2,6
854,male,group E,some high school,standard,none,82,67,61,70.0,210,True,True,True,True,Good,Math,6,-15,-21
855,male,group C,some high school,standard,none,62,64,55,60.33,181,True,True,False,False,Average,Reading,9,2,-7
856,female,group B,bachelor's degree,standard,none,97,97,96,96.67,290,True,True,True,True,Excellent,Math,1,0,-1
857,male,group B,some college,free/reduced,none,75,68,65,69.33,208,True,True,True,True,Average,Math,3,-7,-10
858,female,group C,bachelor's degree,standard,none,65,79,81,75.0,225,True,True,True,True,Good,Writing,-2,14,16
859,male,group B,high school,standard,completed,52,49,46,49.0,147,False,False,False,False,At Risk,Math,3,-3,-6
860,male,group C,associate's degree,free/reduced,none,87,73,72,77.33,232,True,True,True,True,Good,Math,1,-14,-15
861,female,group C,associate's degree,standard,none,53,62,53,56.0,168,False,True,False,False,At Risk,Reading,9,9,0
862,female,group E,master's degree,free/reduced,none,81,86,87,84.67,254,True,True,True,True,Excellent,Writing,-1,5,6
863,male,group D,bachelor's degree,free/reduced,completed,39,42,38,39.67,119,False,False,False,False,At Risk,Reading,4,3,-1
864,female,group C,some college,standard,completed,71,71,80,74.0,222,True,True,True,True,Good,Writing,-9,0,9
865,male,group C,associate's degree,standard,none,97,93,91,93.67,281,True,True,True,True,Excellent,Math,2,-4,-6
866,male,group D,some college,standard,completed,82,82,88,84.0,252,True,True,True,True,Excellent,Writing,-6,0,6
867,male,group C,high school,free/reduced,none,59,53,52,54.67,164,False,False,False,False,At Risk,Math,1,-6,-7
868,male,group B,associate's degree,standard,none,61,42,41,48.0,144,True,False,False,False,At Risk,Math,1,-19,-20
869,male,group E,associate's degree,free/reduced,completed,78,74,72,74.67,224,True,True,True,True,Good,Math,2,-4,-6
870,male,group C,associate's degree,free/reduced,none,49,51,51,50.33,151,False,False,False,False,At Risk,Reading,0,2,2
871,male,group B,high school,standard,none,59,58,47,54.67,164,False,False,False,False,At Risk,Math,11,-1,-12
872,female,group C,some college,standard,completed,70,72,76,72.67,218,True,True,True,True,Good,Writing,-4,2,6
873,male,group B,associate's degree,standard,completed,82,84,78,81.33,244,True,True,True,True,Excellent,Reading,6,2,-4
874,male,group E,associate's degree,free/reduced,none,90,90,82,87.33,262,True,True,True,True,Excellent,Math,8,0,-8
875,female,group C,bachelor's degree,free/reduced,none,43,62,61,55.33,166,False,True,True,False,At Risk,Reading,1,19,18
876,male,group C,some college,free/reduced,none,80,64,66,70.0,210,True,True,True,True,Good,Math,-2,-16,-14
877,male,group D,some college,standard,none,81,82,84,82.33,247,True,True,True,True,Excellent,Writing,-2,1,3
878,male,group C,some high school,standard,none,57,61,54,57.33,172,False,True,False,False,At Risk,Reading,7,4,-3
879,female,group D,some high school,standard,none,59,72,80,70.33,211,False,True,True,False,Good,Writing,-8,13,21
880,female,group D,associate's degree,standard,none,64,76,74,71.33,214,True,True,True,True,Good,Reading,2,12,10
881,male,group C,bachelor's degree,standard,completed,63,64,66,64.33,193,True,True,True,True,Average,Writing,-2,1,3
882,female,group E,bachelor's degree,standard,completed,71,70,70,70.33,211,True,True,True,True,Good,Math,0,-1,-1
883,female,group B,high school,free/reduced,none,64,73,71,69.33,208,True,True,True,True,Average,Reading,2,9,7
884,male,group D,bachelor's degree,free/reduced,none,55,46,44,48.33,145,False,False,False,False,At Risk,Math,2,-9,-11
885,female,group E,associate's degree,standard,none,51,51,54,52.0,156,False,False,False,False,At Risk,Writing,-3,0,3
886,female,group C,associate's degree,standard,completed,62,76,80,72.67,218,True,True,True,True,Good,Writing,-4,14,18
887,female,group E,associate's degree,standard,completed,93,100,95,96.0,288,True,True,True,True,Excellent,Reading,5,7,2
888,male,group C,high school,free/reduced,none,54,72,59,61.67,185,False,True,False,False,Average,Reading,13,18,5
889,female,group D,some college,free/reduced,none,69,65,74,69.33,208,True,True,True,True,Average,Writing,-9,-4,5
890,male,group D,high school,free/reduced,none,44,51,48,47.67,143,False,False,False,False,At Risk,Reading,3,7,4
891,female,group E,some college,standard,completed,86,85,91,87.33,262,True,True,True,True,Excellent,Writing,-6,-1,5
892,female,group E,associate's degree,standard,none,85,92,85,87.33,262,True,True,True,True,Excellent,Reading,7,7,0
893,female,group A,master's degree,free/reduced,none,50,67,73,63.33,190,False,True,True,False,Average,Writing,-6,17,23
894,male,group D,some high school,standard,completed,88,74,75,79.0,237,True,True,True,True,Good,Math,-1,-14,-13
895,female,group E,associate's degree,standard,none,59,62,69,63.33,190,False,True,True,False,Average,Writing,-7,3,10
896,female,group E,some high school,free/reduced,none,32,34,38,34.67,104,False,False,False,False,At Risk,Writing,-4,2,6
897,male,group B,high school,free/reduced,none,36,29,27,30.67,92,False,False,False,False,At Risk,Math,2,-7,-9
898,female,group B,some high school,free/reduced,completed,63,78,79,73.33,220,True,True,True,True,Good,Writing,-1,15,16
899,male,group D,associate's degree,standard,completed,67,54,63,61.33,184,True,False,True,False,Average,Math,-9,-13,-4
900,female,group D,some high school,standard,completed,65,78,82,75.0,225,True,True,True,True,Good,Writing,-4,13,17
901,male,group D,master's degree,standard,none,85,84,89,86.0,258,True,True,True,True,Excellent,Writing,-5,-1,4
902,female,group C,master's degree,standard,none,73,78,74,75.0,225,True,True,True,True,Good,Reading,4,5,1
903,female,group A,high school,free/reduced,completed,34,48,41,41.0,123,False,False,False,False,At Risk,Reading,7,14,7
904,female,group D,bachelor's degree,free/reduced,completed,93,100,100,97.67,293,True,True,True,True,Excellent,Reading,0,7,7
905,female,group D,some high school,free/reduced,none,67,84,84,78.33,235,True,True,True,True,Good,Reading,0,17,17
906,male,group D,some college,standard,none,88,77,77,80.67,242,True,True,True,True,Excellent,Math,0,-11,-11
907,male,group B,high school,standard,none,57,48,51,52.0,156,False,False,False,False,At Risk,Math,-3,-9,-6
908,female,group D,some college,standard,completed,79,84,91,84.67,254,True,True,True,True,Excellent,Writing,-7,5,12
909,female,group C,bachelor's degree,free/reduced,none,67,75,72,71.33,214,True,True,True,True,Good,Reading,3,8,5
910,male,group E,bachelor's degree,standard,completed,70,64,70,68.0,204,True,True,True,True,Average,Math,-6,-6,0
911,male,group D,bachelor's degree,free/reduced,none,50,42,48,46.67,140,False,False,False,False,At Risk,Math,-6,-8,-2
912,female,group A,some college,standard,none,69,84,82,78.33,235,True,True,True,True,Good,Reading,2,15,13
913,female,group C,bachelor's degree,standard,completed,52,61,66,59.67,179,False,True,True,False,At Risk,Writing,-5,9,14
914,female,group C,bachelor's degree,free/reduced,completed,47,62,66,58.33,175,False,True,True,False,At Risk,Writing,-4,15,19
915,female,group B,associate's degree,free/reduced,none,46,61,55,54.0,162,False,True,False,False,At Risk,Reading,6,15,9
916,female,group E,some college,standard,none,68,70,66,68.0,204,True,True,True,True,Average,Reading,4,2,-2
917,male,group E,bachelor's degree,standard,completed,100,100,100,100.0,300,True,True,True,True,Excellent,Math,0,0,0
918,female,group C,high school,standard,none,44,61,52,52.33,157,False,True,False,False,At Risk,Reading,9,17,8
919,female,group C,associate's degree,standard,completed,57,77,80,71.33,214,False,True,True,False,Good,Writing,-3,20,23
920,male,group B,some college,standard,completed,91,96,91,92.67,278,True,True,True,True,Excellent,Reading,5,5,0
921,male,group D,high school,free/reduced,none,69,70,67,68.67,206,True,True,True,True,Average,Reading,3,1,-2
922,female,group C,high school,free/reduced,none,35,53,46,44.67,134,False,False,False,False,At Risk,Reading,7,18,11
923,male,group D,high school,standard,none,72,66,66,68.0,204,True,True,True,True,Average,Math,0,-6,-6
924,female,group B,associate's degree,free/reduced,none,54,65,65,61.33,184,False,True,True,False,Average,Reading,0,11,11
925,male,group D,high school,free/reduced,none,74,70,69,71.0,213,True,True,True,True,Good,Math,1,-4,-5
926,male,group E,some high school,standard,completed,74,64,60,66.0,198,True,True,True,True,Average,Math,4,-10,-14
927,male,group E,associate's degree,free/reduced,none,64,56,52,57.33,172,True,False,False,False,At Risk,Math,4,-8,-12
928,female,group D,high school,free/reduced,completed,65,61,71,65.67,197,True,True,True,True,Average,Writing,-10,-4,6
929,male,group E,associate's degree,free/reduced,completed,46,43,44,44.33,133,False,False,False,False,At Risk,Math,-1,-3,-2
930,female,group C,some high school,free/reduced,none,48,56,51,51.67,155,False,False,False,False,At Risk,Reading,5,8,3
931,male,group C,some college,free/reduced,completed,67,74,70,70.33,211,True,True,True,True,Good,Reading,4,7,3
932,male,group D,some college,free/reduced,none,62,57,62,60.33,181,True,False,True,False,Average,Math,-5,-5,0
933,male,group D,associate's degree,free/reduced,completed,61,71,73,68.33,205,True,True,True,True,Average,Writing,-2,10,12
934,male,group C,bachelor's degree,free/reduced,completed,70,75,74,73.0,219,True,True,True,True,Good,Reading,1,5,4
935,male,group C,associate's degree,standard,completed,98,87,90,91.67,275,True,True,True,True,Excellent,Math,-3,-11,-8
936,male,group D,some college,free/reduced,none,70,63,58,63.67,191,True,True,False,False,Average,Math,5,-7,-12
937,male,group A,associate's degree,standard,none,67,57,53,59.0,177,True,False,False,False,At Risk,Math,4,-10,-14
938,female,group E,high school,free/reduced,none,57,58,57,57.33,172,False,False,False,False,At Risk,Reading,1,1,0
939,male,group D,some college,standard,completed,85,81,85,83.67,251,True,True,True,True,Excellent,Math,-4,-4,0
940,male,group D,some high school,standard,completed,77,68,69,71.33,214,True,True,True,True,Good,Math,-1,-9,-8
941,male,group C,master's degree,free/reduced,completed,72,66,72,70.0,210,True,True,True,True,Good,Math,-6,-6,0
942,female,group D,master's degree,standard,none,78,91,96,88.33,265,True,True,True,True,Excellent,Writing,-5,13,18
943,male,group C,high school,standard,none,81,66,64,70.33,211,True,True,True,True,Good,Math,2,-15,-17
944,male,group A,some high school,free/reduced,completed,61,62,61,61.33,184,True,True,True,True,Average,Reading,1,1,0
945,female,group B,high school,standard,none,58,68,61,62.33,187,False,True,True,False,Average,Reading,7,10,3
946,female,group C,associate's degree,standard,none,54,61,58,57.67,173,False,True,False,False,At Risk,Reading,3,7,4
947,male,group B,high school,standard,none,82,82,80,81.33,244,True,True,True,True,Excellent,Math,2,0,-2
948,female,group D,some college,free/reduced,none,49,58,60,55.67,167,False,False,True,False,At Risk,Writing,-2,9,11
949,male,group B,some high school,free/reduced,completed,49,50,52,50.33,151,False,False,False,False,At Risk,Writing,-2,1,3
950,female,group E,high school,free/reduced,completed,57,75,73,68.33,205,False,True,True,False,Average,Reading,2,18,16
951,male,group E,high school,standard,none,94,73,71,79.33,238,True,True,True,True,Good,Math,2,-21,-23
952,female,group D,some college,standard,completed,75,77,83,78.33,235,True,True,True,True,Good,Writing,-6,2,8
953,female,group E,some high school,free/reduced,none,74,74,72,73.33,220,True,True,True,True,Good,Math,2,0,-2
954,male,group C,high school,standard,completed,58,52,54,54.67,164,False,False,False,False,At Risk,Math,-2,-6,-4
955,female,group C,some college,standard,none,62,69,69,66.67,200,True,True,True,True,Average,Reading,0,7,7
956,male,group E,associate's degree,standard,none,72,57,62,63.67,191,True,False,True,False,Average,Math,-5,-15,-10
957,male,group C,some college,standard,none,84,87,81,84.0,252,True,True,True,True,Excellent,Reading,6,3,-3
958,female,group D,master's degree,standard,none,92,100,100,97.33,292,True,True,True,True,Excellent,Reading,0,8,8
959,female,group D,high school,standard,none,45,63,59,55.67,167,False,True,False,False,At Risk,Reading,4,18,14
960,male,group C,high school,standard,none,75,81,71,75.67,227,True,True,True,True,Good,Reading,10,6,-4
961,female,group A,some college,standard,none,56,58,64,59.33,178,False,False,True,False,At Risk,Writing,-6,2,8
962,female,group D,some high school,free/reduced,none,48,54,53,51.67,155,False,False,False,False,At Risk,Reading,1,6,5
963,female,group E,associate's degree,standard,none,100,100,100,100.0,300,True,True,True,True,Excellent,Math,0,0,0
964,female,group C,some high school,free/reduced,completed,65,76,75,72.0,216,True,True,True,True,Good,Reading,1,11,10
965,male,group D,some college,standard,none,72,57,58,62.33,187,True,False,False,False,Average,Math,-1,-15,-14
966,female,group D,some college,standard,none,62,70,72,68.0,204,True,True,True,True,Average,Writing,-2,8,10
967,male,group A,some high school,standard,completed,66,68,64,66.0,198,True,True,True,True,Average,Reading,4,2,-2
968,male,group C,some college,standard,none,63,63,60,62.0,186,True,True,True,True,Average,Math,3,0,-3
969,female,group E,associate's degree,standard,none,68,76,67,70.33,211,True,True,True,True,Good,Reading,9,8,-1
970,female,group B,bachelor's degree,standard,none,75,84,80,79.67,239,True,True,True,True,Good,Reading,4,9,5
971,female,group D,bachelor's degree,standard,none,89,100,100,96.33,289,True,True,True,True,Excellent,Reading,0,11,11
972,male,group C,some high school,standard,completed,78,72,69,73.0,219,True,True,True,True,Good,Math,3,-6,-9
973,female,group A,high school,free/reduced,completed,53,50,60,54.33,163,False,False,True,False,At Risk,Writing,-10,-3,7
974,female,group D,some college,free/reduced,none,49,65,61,58.33,175,False,True,True,False,At Risk,Reading,4,16,12
975,female,group A,some college,standard,none,54,63,67,61.33,184,False,True,True,False,Average,Writing,-4,9,13
976,female,group C,some college,standard,completed,64,82,77,74.33,223,True,True,True,True,Good,Reading,5,18,13
977,male,group B,some college,free/reduced,completed,60,62,60,60.67,182,True,True,True,True,Average,Reading,2,2,0
978,male,group C,associate's degree,standard,none,62,65,58,61.67,185,True,True,False,False,Average,Reading,7,3,-4
979,male,group D,high school,standard,completed,55,41,48,48.0,144,False,False,False,False,At Risk,Math,-7,-14,-7
980,female,group C,associate's degree,standard,none,91,95,94,93.33,280,True,True,True,True,Excellent,Reading,1,4,3
981,female,group B,high school,free/reduced,none,8,24,23,18.33,55,False,False,False,False,At Risk,Reading,1,16,15
982,male,group D,some high school,standard,none,81,78,78,79.0,237,True,True,True,True,Good,Math,0,-3,-3
983,male,group B,some high school,standard,completed,79,85,86,83.33,250,True,True,True,True,Excellent,Writing,-1,6,7
984,female,group A,some college,standard,completed,78,87,91,85.33,256,True,True,True,True,Excellent,Writing,-4,9,13
985,female,group C,some high school,standard,none,74,75,82,77.0,231,True,True,True,True,Good,Writing,-7,1,8
986,male,group A,high school,standard,none,57,51,54,54.0,162,False,False,False,False,At Risk,Math,-3,-6,-3
987,female,group C,associate's degree,standard,none,40,59,51,50.0,150,False,False,False,False,At Risk,Reading,8,19,11
988,male,group E,some high school,standard,completed,81,75,76,77.33,232,True,True,True,True,Good,Math,-1,-6,-5
989,female,group A,some high school,free/reduced,none,44,45,45,44.67,134,False,False,False,False,At Risk,Reading,0,1,1
990,female,group D,some college,free/reduced,completed,67,86,83,78.67,236,True,True,True,True,Good,Reading,3,19,16
991,male,group E,high school,free/reduced,completed,86,81,75,80.67,242,True,True,True,True,Excellent,Math,6,-5,-11
992,female,group B,some high school,standard,completed,65,82,78,75.0,225,True,True,True,True,Good,Reading,4,17,13
993,female,group D,associate's degree,free/reduced,none,55,76,76,69.0,207,False,True,True,False,Average,Reading,0,21,21
994,female,group D,bachelor's degree,free/reduced,none,62,72,74,69.33,208,True,True,True,True,Average,Writing,-2,10,12
995,male,group A,high school,standard,none,63,63,62,62.67,188,True,True,True,True,Average,Math,1,0,-1
996,female,group E,master's degree,standard,completed,88,99,95,94.0,282,True,True,True,True,Excellent,Reading,4,11,7
997,male,group C,high school,free/reduced,none,62,55,55,57.33,172,True,False,False,False,At Risk,Math,0,-7,-7
998,female,group C,high school,free/reduced,completed,59,71,65,65.0,195,False,True,True,False,Average,Reading,6,12,6
999,female,group D,some college,standard,completed,68,78,77,74.33,223,True,True,True,True,Good,Reading,1,10,9
1000,female,group D,some college,free/reduced,none,77,86,86,83.0,249,True,True,True,True,Excellent,Reading,0,9,9
